sex,nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all
male,all,SO,202129,3472,56,3416,119226,1.6,0.40000000000000013,7.8,0.499,49.9,140047,2479.17,85132.85,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-254,-181.37,-6.8,0.5,TRUE
male,all,SZ,202129,1284,52,1232,66097,4,-0.5999999999999996,10,0.506,50.6,84061,1527.46,78629.8,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-12,-14.28,-0.9,1.8000000000000043,TRUE
male,all,TG,202129,1528,49,1479,100243,3.2,1.8000000000000003,9.3,0.472,47.199999999999996,144147,1060.03,69542.2,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-243,-168.58,-13.7,-1.2000000000000028,TRUE
male,all,TI,202129,1705,119,1586,171355,7,1.0999999999999996,9.4,0.479,47.9,171449,994.46,99945.17,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-77,-44.92,-4.3,-2.1000000000000014,TRUE
male,all,UR,202129,538,3,535,25111,0.6,0.09999999999999998,6.6,0.476,47.599999999999994,18844,2855.02,133257.27,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,100,530.67,22.8,0.79999999999999,TRUE
male,all,VD,202129,6411,292,6119,488351,4.6,3.1999999999999997,8.7,0.489,48.9,404311,1585.66,120785.98,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-7655,-1893.35,-54.4,0.10000000000000142,TRUE
male,all,VS,202129,2751,93,2658,164067,3.4,0,11.3,0.495,49.5,175475,1567.74,93498.79,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,137,78.07,5.2,0.5,TRUE
male,all,ZG,202129,2206,64,2142,84101,2.9,1,5.7,0.496,49.6,65741,3355.59,127927.78,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-154,-234.25,-6.5,0.9000000000000057,TRUE
male,all,ZH,202129,16901,684,16217,794808,4,0.7999999999999998,7.7,0.484,48.4,780245,2166.11,101866.47,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-1730,-221.73,-9.3,0.10000000000000142,TRUE
female,all,AG,202129,6199,133,6066,288153,2.1,0.7000000000000002,8.8,0.492,49.2,349653,1772.9,82411.13,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-725,-207.35,-10.5,-0.19999999999999574,TRUE
female,all,AI,202129,86,0,86,9157,0,0,7,0.47,47,7971,1078.91,114878.94,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-3,-37.64,-3.4,0.19999999999999574,TRUE
female,all,AR,202129,398,5,393,20457,1.3,0.10000000000000009,10.1,0.501,50.1,27592,1442.45,74141.06,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-27,-97.85,-6.4,-2.3999999999999986,TRUE
female,all,BE,202129,6821,157,6664,445555,2.3,0.6999999999999997,7.9,0.513,51.300000000000004,532864,1280.06,83615.14,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-693,-130.06,-9.2,0.5000000000000071,TRUE
female,all,BL,202129,4118,82,4036,156919,2,0.7,5.9,0.475,47.5,149179,2760.44,105188.4,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,81,54.3,2,-3.6000000000000014,TRUE
female,all,BS,202129,3127,74,3053,132320,2.4,0.10000000000000009,5.3,0.504,50.4,100630,3107.42,131491.6,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,141,140.11,4.7,-1.3000000000000043,TRUE
female,all,FL,202129,691,10,681,33147,1.4,0.4999999999999999,5.2,0.48,48,19687,3509.93,168369.99,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-51,-259.05,-6.9,-4.800000000000004,TRUE
female,all,FR,202129,3723,62,3661,145146,1.7,0.7,11.9,0.509,50.9,164751,2259.77,88100.22,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-608,-369.05,-14,-0.6000000000000014,TRUE
female,all,GE,202129,7555,501,7054,387405,6.6,2.8,9.3,0.515,51.5,262530,2877.77,147565.99,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-448,-170.64,-5.6,-0.10000000000000142,TRUE
female,all,GL,202129,485,31,454,17304,6.4,3.6000000000000005,9.2,0.505,50.5,20378,2380.02,84915.1,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,87,426.93,21.9,3.8999999999999986,TRUE
female,all,GR,202129,1178,60,1118,140009,5.1,1.5999999999999996,5.1,0.502,50.2,100331,1174.11,139547.1,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-37,-36.88,-3,-2.700000000000003,TRUE
female,all,JU,202129,285,7,278,32758,2.5,0.10000000000000009,12.4,0.519,51.9,37276,764.57,87879.6,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-50,-134.13,-14.9,3.200000000000003,TRUE
female,all,LU,202129,2391,139,2252,147928,5.8,2.1999999999999997,10.6,0.502,50.2,210861,1133.92,70154.27,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-121,-57.39,-4.8,0.20000000000000284,TRUE
female,all,NE,202129,1041,42,999,94247,4,3,10.1,0.525,52.5,89772,1159.6,104984.85,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-1372,-1528.32,-56.9,1.5,TRUE
female,all,NW,202129,303,11,292,15986,3.6,1.8,9,0.489,48.9,21406,1415.49,74680,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,19,88.76,6.7,3.6999999999999957,TRUE
female,all,OW,202129,297,11,286,14567,3.7,1.9000000000000001,10,0.52,52,18981,1564.72,76745.17,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-39,-205.47,-11.6,-7.099999999999994,TRUE
female,all,SG,202129,3761,125,3636,204698,3.3,0.8999999999999999,11.4,0.527,52.7,258594,1454.4,79158.06,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-269,-104.03,-6.7,0.6000000000000014,TRUE
female,all,SH,202129,701,16,685,33726,2.3,1.1999999999999997,7.8,0.517,51.7,42387,1653.81,79566.85,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-58,-136.83,-7.6,2.200000000000003,TRUE
female,all,SO,202129,3481,57,3424,122878,1.6,0.5,7.8,0.501,50.1,140198,2482.92,87646.04,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-338,-241.08,-8.9,-0.5,TRUE
female,all,SZ,202129,1255,58,1197,64664,4.6,1.3999999999999995,10.3,0.494,49.4,79628,1576.08,81207.62,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-102,-128.09,-7.5,-1.7000000000000028,TRUE
female,all,TG,202129,1704,47,1657,112948,2.8,1.2999999999999998,9.1,0.527,52.7,141817,1201.55,79643.48,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-183,-129.04,-9.7,1.1000000000000014,TRUE
female,all,TI,202129,1854,113,1741,190823,6.1,1.6999999999999993,9,0.521,52.1,180732,1025.83,105583.41,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,73,40.39,4.1,2.1000000000000014,TRUE
female,all,UR,202129,592,3,589,27349,0.5,-0.09999999999999998,6.3,0.524,52.400000000000006,18203,3252.21,150244.47,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,94,516.4,18.9,-0.7999999999999972,TRUE
female,all,VD,202129,6675,260,6415,528563,3.9,2.7,8.6,0.51,51,418657,1594.38,126252.04,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-8071,-1927.84,-54.7,-0.10000000000000142,TRUE
female,all,VS,202129,2796,95,2701,169971,3.4,0.3999999999999999,11.9,0.504,50.4,177734,1573.14,95632.24,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,87,48.95,3.2,-0.3999999999999986,TRUE
female,all,ZG,202129,2237,41,2196,80000,1.8,-0.19999999999999996,5.7,0.503,50.3,64046,3492.8,124910.22,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-253,-395.03,-10.2,-1.000000000000007,TRUE
female,all,ZH,202129,17968,629,17339,838442,3.5,0.8999999999999999,7.5,0.515,51.5,784417,2290.62,106887.28,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-1920,-244.77,-9.7,-0.10000000000000142,TRUE
unknown,all,AG,202129,5,0,5,195,0,-11.1,6.2,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-4,NA,-44.4,-0.1,TRUE
unknown,all,AI,202129,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,0,NA,NA,0,TRUE
unknown,all,AR,202129,0,0,NA,3,NA,NA,33.3,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,0,NA,NA,0,TRUE
unknown,all,BE,202129,3,0,3,450,0,0,7.8,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-4,NA,-57.1,0,TRUE
unknown,all,BL,202129,7,0,7,97,0,0,2.1,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-1,NA,-12.5,0,TRUE
unknown,all,BS,202129,20,0,20,934,0,0,1.8,0.003,0.3,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-2,NA,-9.1,-0.10000000000000003,TRUE
unknown,all,FL,202129,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,0,NA,NA,0,TRUE
unknown,all,FR,202129,0,0,NA,42,NA,NA,4.8,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-2,NA,-100,0,TRUE
unknown,all,GE,202129,5,0,5,224,0,0,4.9,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-12,NA,-70.6,-0.1,TRUE
unknown,all,GL,202129,2,0,2,11,0,NA,9.1,0.002,0.2,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,2,NA,NA,0.2,TRUE
unknown,all,GR,202129,0,0,NA,22,NA,NA,13.6,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,0,NA,NA,0,TRUE
unknown,all,JU,202129,0,0,NA,3,NA,NA,33.3,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,0,NA,NA,0,TRUE
unknown,all,LU,202129,2,0,2,48,0,0,8.3,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,1,NA,100,0,TRUE
unknown,all,NE,202129,4,0,4,133,0,0,0.8,0.002,0.2,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-3,NA,-42.9,0.1,TRUE
unknown,all,NW,202129,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,0,NA,NA,0,TRUE
unknown,all,OW,202129,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,0,NA,NA,0,TRUE
unknown,all,SG,202129,1,0,1,65,0,0,15.4,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-1,NA,-50,0,TRUE
unknown,all,SH,202129,0,0,NA,9,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,0,NA,NA,0,TRUE
unknown,all,SO,202129,2,0,2,48,0,0,8.3,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,0,NA,0,0,TRUE
unknown,all,SZ,202129,0,0,NA,32,NA,NA,12.5,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-2,NA,-100,-0.1,TRUE
unknown,all,TG,202129,3,0,3,64,0,NA,4.7,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,3,NA,NA,0.1,TRUE
unknown,all,TI,202129,1,0,1,25,0,0,4,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,0,NA,0,0,TRUE
unknown,all,UR,202129,0,0,NA,4,NA,NA,25,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,0,NA,NA,0,TRUE
unknown,all,VD,202129,12,0,12,1366,0,0,3.8,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-12,NA,-50,0,TRUE
unknown,all,VS,202129,5,0,5,415,0,0,1.7,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-2,NA,-28.6,0,TRUE
unknown,all,ZG,202129,1,0,1,23,0,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,1,NA,NA,0,TRUE
unknown,all,ZH,202129,34,0,34,734,0,0,3.3,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-29,-3,NA,-8.1,0,TRUE
male,all,AG,202130,4451,184,4267,281176,4.1,1.7999999999999998,8.8,0.508,50.8,353433,1259.36,79555.67,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-1944,-550.04,-30.4,0,TRUE
male,all,AI,202130,89,8,81,8094,9,8,8.7,0.553,55.300000000000004,8389,1060.91,96483.49,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-8,-95.37,-8.2,2.3000000000000043,TRUE
male,all,AR,202130,261,6,255,18863,2.3,0.2999999999999998,10.2,0.489,48.9,27993,932.38,67384.7,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-135,-482.26,-34.1,-1,TRUE
male,all,BE,202130,6102,259,5843,407791,4.2,1.3000000000000003,8,0.516,51.6,514609,1185.75,79242.88,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-361,-70.15,-5.6,3,TRUE
male,all,BL,202130,4162,131,4031,139188,3.1,0.8999999999999999,6.7,0.537,53.7,143638,2897.56,96901.93,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-379,-263.86,-8.3,1.2999999999999972,TRUE
male,all,BS,202130,3592,164,3428,121769,4.6,1.9999999999999996,5.5,0.518,51.800000000000004,95406,3764.96,127632.43,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,538,563.9,17.6,2.500000000000007,TRUE
male,all,FL,202130,498,7,491,23917,1.4,0.19999999999999996,6.7,0.482,48.199999999999996,19368,2571.25,123487.2,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-252,-1301.12,-33.6,-3.8000000000000043,TRUE
male,all,FR,202130,3718,86,3632,139662,2.3,0.9999999999999998,11.4,0.506,50.6,165058,2252.54,84613.89,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,130,78.76,3.6,1.5,TRUE
male,all,GE,202130,8747,500,8247,352749,5.7,-2.3,9.4,0.522,52.2,246918,3542.47,142860.79,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,1630,660.14,22.9,3.700000000000003,TRUE
male,all,GL,202130,321,33,288,16524,10.3,5.6000000000000005,8.7,0.531,53.1,20812,1542.38,79396.5,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-152,-730.35,-32.1,3.8000000000000043,TRUE
male,all,GR,202130,1189,98,1091,160426,8.2,3.499999999999999,4.7,0.494,49.4,101045,1176.7,158766.89,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,20,19.79,1.7,-0.3999999999999986,TRUE
male,all,JU,202130,186,19,167,26955,10.2,4.499999999999999,12.7,0.459,45.9,36522,509.28,73804.83,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-78,-213.57,-29.5,-2.200000000000003,TRUE
male,all,LU,202130,2313,135,2178,141133,5.8,-2,10.6,0.514,51.4,209465,1104.24,67377.84,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-54,-25.78,-2.3,1.6999999999999957,TRUE
male,all,NE,202130,747,56,691,84460,7.5,2.5999999999999996,10,0.487,48.699999999999996,86394,864.64,97761.42,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-192,-222.24,-20.4,1.3999999999999986,TRUE
male,all,NW,202130,295,10,285,16311,3.4,1.5,8.4,0.493,49.3,22488,1311.81,72532.02,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-21,-93.38,-6.6,-1.8000000000000043,TRUE
male,all,OW,202130,395,15,380,13515,3.8,0.8999999999999999,10,0.512,51.2,19454,2030.43,69471.57,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,121,621.98,44.2,3.200000000000003,TRUE
male,all,SG,202130,2587,112,2475,187096,4.3,0.20000000000000018,11.7,0.462,46.2,260651,992.51,71780.27,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-794,-304.63,-23.5,-1.0999999999999943,TRUE
male,all,SH,202130,599,30,569,33265,5,2.6,8,0.498,49.8,41608,1439.63,79948.57,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-57,-136.99,-8.7,1.5,TRUE
male,all,SO,202130,2922,93,2829,122148,3.2,1.6,7.7,0.512,51.2,140047,2086.44,87219.29,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-550,-392.73,-15.8,1.3000000000000043,TRUE
male,all,SZ,202130,1072,53,1019,67169,4.9,0.9000000000000004,9.9,0.514,51.4,84061,1275.26,79905.07,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-212,-252.2,-16.5,0.7999999999999972,TRUE
male,all,TG,202130,1318,69,1249,101561,5.2,2,9.3,0.465,46.5,144147,914.34,70456.55,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-210,-145.69,-13.7,-0.6999999999999957,TRUE
male,all,TI,202130,1757,125,1632,173112,7.1,0.09999999999999964,9.4,0.456,45.6,171449,1024.79,100969.97,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,52,30.33,3,-2.299999999999997,TRUE
male,all,UR,202130,577,6,571,25688,1,0.4,6.5,0.512,51.2,18844,3061.98,136319.25,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,39,206.96,7.2,3.6000000000000085,TRUE
male,all,VD,202130,5900,354,5546,494251,6,1.4000000000000004,8.7,0.497,49.7,404311,1459.27,122245.25,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-511,-126.39,-8,0.8000000000000043,TRUE
male,all,VS,202130,2773,68,2705,166840,2.5,-0.8999999999999999,11.2,0.505,50.5,175475,1580.28,95079.07,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,22,12.54,0.8,1,TRUE
male,all,ZG,202130,1790,37,1753,85891,2.1,-0.7999999999999998,5.6,0.487,48.699999999999996,65741,2722.81,130650.58,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-416,-632.78,-18.9,-0.9000000000000057,TRUE
male,all,ZH,202130,14123,604,13519,808931,4.3,0.2999999999999998,7.7,0.488,48.8,780245,1810.07,103676.54,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-2778,-356.04,-16.4,0.3999999999999986,TRUE
female,all,AG,202130,4301,174,4127,292454,4,1.9,8.7,0.491,49.1,349653,1230.08,83641.21,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-1898,-542.82,-30.6,-0.10000000000000142,TRUE
female,all,AI,202130,72,3,69,9229,4.2,4.2,7,0.447,44.7,7971,903.27,115782.21,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-14,-175.64,-16.3,-2.299999999999997,TRUE
female,all,AR,202130,273,4,269,20730,1.5,0.19999999999999996,10,0.511,51.1,27592,989.42,75130.47,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-125,-453.03,-31.4,1,TRUE
female,all,BE,202130,5708,201,5507,451263,3.5,1.2000000000000002,7.8,0.483,48.3,532864,1071.19,84686.34,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-1113,-208.87,-16.3,-3.000000000000007,TRUE
female,all,BL,202130,3567,95,3472,160486,2.7,0.7000000000000002,5.8,0.461,46.1,149179,2391.09,107579.49,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-551,-369.35,-13.4,-1.3999999999999986,TRUE
female,all,BS,202130,3277,103,3174,135597,3.1,0.7000000000000002,5.2,0.473,47.3,100630,3256.48,134748.09,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,150,149.06,4.8,-3.1000000000000014,TRUE
female,all,FL,202130,536,5,531,33683,0.9,-0.4999999999999999,5.1,0.518,51.800000000000004,19687,2722.61,171092.6,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-155,-787.32,-22.4,3.8000000000000043,TRUE
female,all,FR,202130,3626,72,3554,148772,2,0.30000000000000004,11.7,0.494,49.4,164751,2200.9,90301.12,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-97,-58.87,-2.6,-1.5,TRUE
female,all,GE,202130,7996,480,7516,395401,6,-0.5999999999999996,9.3,0.477,47.699999999999996,262530,3045.75,150611.74,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,441,167.98,5.8,-3.8000000000000043,TRUE
female,all,GL,202130,284,19,265,17588,6.7,0.2999999999999998,9.2,0.469,46.9,20378,1393.66,86308.76,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-201,-986.36,-41.4,-3.6000000000000014,TRUE
female,all,GR,202130,1216,53,1163,141225,4.4,-0.6999999999999993,5.1,0.505,50.5,100331,1211.99,140759.09,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,38,37.88,3.2,0.29999999999999716,TRUE
female,all,JU,202130,219,34,185,32977,15.5,13,12.4,0.541,54.1,37276,587.51,88467.11,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-66,-177.06,-23.2,2.200000000000003,TRUE
female,all,LU,202130,2184,114,2070,150112,5.2,-0.5999999999999996,10.5,0.486,48.6,210861,1035.75,71190.03,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-207,-98.17,-8.7,-1.6000000000000014,TRUE
female,all,NE,202130,784,61,723,95031,7.8,3.8,10.1,0.511,51.1,89772,873.32,105858.17,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-257,-286.28,-24.7,-1.3999999999999986,TRUE
female,all,NW,202130,303,13,290,16289,4.3,0.6999999999999997,8.9,0.507,50.7,21406,1415.49,76095.49,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,0,0,0,1.8000000000000043,TRUE
female,all,OW,202130,376,17,359,14943,4.5,0.7999999999999998,9.9,0.487,48.699999999999996,18981,1980.93,78726.09,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,79,416.21,26.6,-3.3000000000000043,TRUE
female,all,SG,202130,3012,125,2887,207710,4.2,0.9000000000000004,11.2,0.538,53.800000000000004,258594,1164.76,80322.82,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-749,-289.64,-19.9,1.1000000000000014,TRUE
female,all,SH,202130,602,25,577,34328,4.2,1.9000000000000004,7.8,0.501,50.1,42387,1420.25,80987.1,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-99,-233.56,-14.1,-1.6000000000000014,TRUE
female,all,SO,202130,2780,73,2707,125658,2.6,1,7.6,0.487,48.699999999999996,140198,1982.91,89628.95,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-701,-500.01,-20.1,-1.4000000000000057,TRUE
female,all,SZ,202130,1010,58,952,65674,5.7,1.1000000000000005,10.3,0.484,48.4,79628,1268.4,82476.01,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-245,-307.68,-19.5,-1,TRUE
female,all,TG,202130,1514,58,1456,114462,3.8,1,9,0.534,53.400000000000006,141817,1067.57,80711.06,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-190,-133.98,-11.2,0.7000000000000028,TRUE
female,all,TI,202130,2041,134,1907,192864,6.6,0.5,9,0.53,53,180732,1129.3,106712.7,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,187,103.47,10.1,0.8999999999999986,TRUE
female,all,UR,202130,550,4,546,27899,0.7,0.19999999999999996,6.2,0.488,48.8,18203,3021.48,153265.95,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-42,-230.73,-7.1,-3.6000000000000085,TRUE
female,all,VD,202130,5960,351,5609,534523,5.9,2.0000000000000004,8.5,0.502,50.2,418657,1423.6,127675.64,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-715,-170.78,-10.7,-0.7999999999999972,TRUE
female,all,VS,202130,2713,93,2620,172684,3.4,0,11.8,0.494,49.4,177734,1526.44,97158.68,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-83,-46.7,-3,-1,TRUE
female,all,ZG,202130,1889,41,1848,81889,2.2,0.40000000000000013,5.6,0.513,51.300000000000004,64046,2949.44,127859.66,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-348,-543.36,-15.6,1.000000000000007,TRUE
female,all,ZH,202130,14746,533,14213,853188,3.6,0.10000000000000009,7.4,0.51,51,784417,1879.87,108767.15,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-3222,-410.75,-17.9,-0.5,TRUE
unknown,all,AG,202130,9,0,9,204,0,0,5.9,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,4,NA,80,0.1,TRUE
unknown,all,AI,202130,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,0,NA,NA,0,TRUE
unknown,all,AR,202130,0,0,NA,3,NA,NA,33.3,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,0,NA,NA,0,TRUE
unknown,all,BE,202130,17,1,16,467,5.9,5.9,7.7,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,14,NA,466.7,0.1,TRUE
unknown,all,BL,202130,15,0,15,112,0,0,1.8,0.002,0.2,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,8,NA,114.3,0.1,TRUE
unknown,all,BS,202130,60,10,50,994,16.7,16.7,2.7,0.009,0.8999999999999999,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,40,NA,200,0.5999999999999999,TRUE
unknown,all,FL,202130,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,0,NA,NA,0,TRUE
unknown,all,FR,202130,1,0,1,43,0,NA,4.7,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,1,NA,NA,0,TRUE
unknown,all,GE,202130,4,0,4,228,0,0,4.8,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-1,NA,-20,0,TRUE
unknown,all,GL,202130,0,0,NA,11,NA,NA,9.1,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2021-30,-2,NA,-100,-0.2,TRUE
