sex,nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all
male,all,BE,202237,2701,855,1846,1195064,31.7,-2.400000000000002,20,0.434,43.4,514609,524.86,232227.57,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,39,7.57,1.5,-0.6000000000000014,TRUE
male,all,BL,202237,1767,291,1476,538820,16.5,0.3000000000000007,13.7,0.354,35.4,143638,1230.18,375123.57,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,37,25.76,2.1,0.8999999999999986,TRUE
male,all,BS,202237,1047,164,883,372077,15.7,-4.199999999999999,14.3,0.422,42.199999999999996,95406,1097.42,389993.29,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,-2,-2.09,-0.2,0.5,TRUE
male,all,FL,202237,105,50,55,53776,47.6,-5.600000000000001,18.3,0.443,44.3,19368,542.13,277653.86,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,11,56.79,11.7,-2.200000000000003,TRUE
male,all,FR,202237,569,189,380,336402,33.2,-2.299999999999997,23.3,0.438,43.8,165058,344.73,203808.36,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,12,7.27,2.2,0.29999999999999716,TRUE
male,all,GE,202237,1336,311,1025,784975,23.3,2.900000000000002,18,0.444,44.4,246918,541.07,317909.18,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,130,52.65,10.8,-0.7000000000000028,TRUE
male,all,GL,202237,90,21,69,46988,23.3,-6.800000000000001,19.8,0.446,44.6,20812,432.44,225773.59,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,7,33.63,8.4,-5.699999999999996,TRUE
male,all,GR,202237,492,168,324,316910,34.1,1,17.4,0.491,49.1,101045,486.91,313632.54,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,-1,-0.99,-0.2,0.6000000000000014,TRUE
male,all,JU,202237,251,98,153,63744,39,-0.29999999999999716,27.5,0.452,45.2,36522,687.26,174535.9,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,37,101.31,17.3,-0.7999999999999972,TRUE
male,all,LU,202237,789,303,486,405783,38.4,0,25.5,0.434,43.4,209465,376.67,193723.53,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,0,0,0,-0.10000000000000142,TRUE
male,all,NE,202237,459,153,306,194515,33.3,6.899999999999999,22.7,0.417,41.699999999999996,86394,531.29,225148.74,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,88,101.86,23.7,1.499999999999993,TRUE
male,all,NW,202237,69,23,46,55827,33.3,-1.6000000000000014,19.5,0.457,45.7,22488,306.83,248252.4,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,6,26.68,9.5,8.200000000000003,TRUE
male,all,OW,202237,72,26,46,38398,36.1,0.20000000000000284,26.1,0.468,46.800000000000004,19454,370.1,197378.43,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,-6,-30.85,-7.7,0.9000000000000057,TRUE
male,all,SG,202237,793,304,489,447201,38.3,0.29999999999999716,27.2,0.461,46.1,260651,304.24,171570.8,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,-6,-2.3,-0.8,1.7000000000000028,TRUE
male,all,SH,202237,183,62,121,81392,33.9,-2.1000000000000014,24.7,0.414,41.4,41608,439.82,195616.23,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,-6,-14.42,-3.2,-3.700000000000003,TRUE
male,all,SO,202237,1088,261,827,422810,24,-1.1000000000000014,16.7,0.412,41.199999999999996,140047,776.88,301905.79,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,50,35.7,4.8,-0.5,TRUE
male,all,SZ,202237,254,97,157,164635,38.2,-5.399999999999999,24.2,0.449,44.9,84061,302.16,195851.82,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,27,32.12,11.9,0.8999999999999986,TRUE
male,all,TG,202237,585,218,367,275669,37.3,4.599999999999994,25.4,0.456,45.6,144147,405.84,191241.58,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,20,13.88,3.5,0.8999999999999986,TRUE
male,all,TI,202237,1336,322,1014,394767,24.1,-2,23.1,0.443,44.3,171449,779.24,230253.31,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,176,102.65,15.2,-0.8000000000000043,TRUE
male,all,UR,202237,45,15,30,81341,33.3,-7.900000000000006,10.5,0.506,50.6,18844,238.8,431654.64,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,-6,-31.84,-11.8,-3.1000000000000014,TRUE
male,all,VD,202237,2199,579,1620,1010810,26.3,1.6999999999999993,21.1,0.437,43.7,404311,543.89,250008.04,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,180,44.52,8.9,-0.6999999999999957,TRUE
male,all,VS,202237,694,187,507,380852,26.9,1.2999999999999972,21.7,0.441,44.1,175475,395.5,217040.6,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,53,30.21,8.3,-0.19999999999999574,TRUE
male,all,ZG,202237,263,113,150,184454,43,5.700000000000003,16.3,0.47,47,65741,400.05,280576.81,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,19,28.9,7.8,2.299999999999997,TRUE
male,all,ZH,202237,4171,1391,2780,1846826,33.3,-0.5,21.1,0.447,44.7,780245,534.58,236698.22,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,-43,-5.51,-1,0,TRUE
female,all,AG,202237,1972,606,1366,765189,30.7,-0.40000000000000213,22.7,0.559,55.900000000000006,349653,563.99,218842.4,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,43,12.3,2.2,0.5,TRUE
female,all,AI,202237,24,6,18,17618,25,-19,22.4,0.511,51.1,7971,301.09,221026.22,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,-1,-12.55,-4,-11.399999999999999,TRUE
female,all,AR,202237,123,43,80,53927,35,2.3999999999999986,25.3,0.609,60.9,27592,445.78,195444.33,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,-15,-54.36,-10.9,-3,TRUE
female,all,BE,202237,3517,1098,2419,1408649,31.2,-1.5999999999999979,18.7,0.565,56.49999999999999,532864,660.02,264354.32,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,136,25.52,4,0.5999999999999872,TRUE
female,all,BL,202237,3223,340,2883,665651,10.5,-1.6999999999999993,12.1,0.646,64.60000000000001,149179,2160.49,446209.59,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,-63,-42.23,-1.9,-0.8999999999999915,TRUE
female,all,BS,202237,1432,248,1184,433740,17.3,-2.3999999999999986,13.9,0.578,57.8,100630,1423.03,431024.55,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,-35,-34.79,-2.4,-0.5,TRUE
female,all,FL,202237,132,65,67,66722,49.2,-1.6999999999999957,15.9,0.557,55.7,19687,670.49,338914,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,24,121.9,22.2,2.200000000000003,TRUE
female,all,FR,202237,731,260,471,377871,35.6,0.8000000000000043,23.4,0.562,56.2,164751,443.7,229358.85,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,10,6.07,1.4,-0.09999999999999432,TRUE
female,all,GE,202237,1674,391,1283,908412,23.4,0.29999999999999716,18.2,0.556,55.60000000000001,262530,637.64,346022.17,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,205,78.08,14,0.7000000000000028,TRUE
female,all,GL,202237,112,29,83,53396,25.9,-3.400000000000002,19.6,0.554,55.400000000000006,20378,549.61,262027.68,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,30,147.22,36.6,5.700000000000003,TRUE
female,all,GR,202237,503,175,328,323600,34.8,-5.200000000000003,17.9,0.501,50.1,100331,501.34,322532.42,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,-19,-18.94,-3.6,-1.2000000000000028,TRUE
female,all,JU,202237,303,140,163,76027,46.2,7.400000000000006,25.5,0.546,54.6,37276,812.86,203956.97,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,53,142.19,21.2,0.7999999999999972,TRUE
female,all,LU,202237,1027,371,656,456967,36.1,-5.699999999999996,25.2,0.566,56.599999999999994,210861,487.05,216714.8,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,4,1.9,0.4,0.10000000000000142,TRUE
female,all,NE,202237,642,205,437,226591,31.9,7,22.8,0.583,58.3,89772,715.15,252407.21,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,91,101.37,16.5,-1.3999999999999986,TRUE
female,all,NW,202237,82,37,45,61940,45.1,-3.5,19.1,0.543,54.300000000000004,21406,383.07,289358.12,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,-23,-107.45,-21.9,-8.199999999999996,TRUE
female,all,OW,202237,82,27,55,45586,32.9,-0.8000000000000043,23.2,0.532,53.2,18981,432.01,240166.48,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,-10,-52.69,-10.9,-0.8999999999999986,TRUE
female,all,SG,202237,925,344,581,528624,37.2,-3.1999999999999957,25.2,0.538,53.800000000000004,258594,357.7,204422.38,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,-74,-28.62,-7.4,-1.8000000000000043,TRUE
female,all,SH,202237,259,79,180,89445,30.5,-5.200000000000003,24.6,0.586,58.599999999999994,42387,611.04,211019.89,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,29,68.42,12.6,3.6999999999999886,TRUE
female,all,SO,202237,1549,368,1181,463079,23.8,1.1000000000000014,16.3,0.587,58.699999999999996,140198,1104.87,330303.57,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,97,69.19,6.7,0.3999999999999986,TRUE
female,all,SZ,202237,312,117,195,173228,37.5,-3.700000000000003,24.5,0.551,55.1,79628,391.82,217546.59,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,23,28.88,8,-0.9000000000000057,TRUE
female,all,TG,202237,688,258,430,317576,37.5,1.6000000000000014,23.2,0.536,53.6,141817,485.13,223933.66,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,-3,-2.12,-0.4,-1.1000000000000014,TRUE
female,all,TI,202237,1682,425,1257,454373,25.3,-3.3000000000000007,22.3,0.557,55.7,180732,930.66,251407.06,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,271,149.95,19.2,0.7999999999999972,TRUE
female,all,UR,202237,44,17,27,108141,38.6,-6.899999999999999,8.7,0.494,49.4,18203,241.72,594083.39,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,0,0,0,3.0999999999999943,TRUE
female,all,VD,202237,2831,737,2094,1147592,26,-0.1999999999999993,21.4,0.562,56.2,418657,676.21,274112.7,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,300,71.66,11.9,0.5999999999999943,TRUE
female,all,VS,202237,878,217,661,414230,24.7,-5.300000000000001,22.8,0.559,55.900000000000006,177734,494,233061.77,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,74,41.64,9.2,0.29999999999999716,TRUE
female,all,ZG,202237,297,134,163,183962,45.1,4,17,0.53,53,64046,463.73,287234.18,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,-5,-7.81,-1.7,-2.3000000000000043,TRUE
female,all,ZH,202237,5147,1668,3479,2030010,32.4,-1.3000000000000043,20.9,0.551,55.1,784417,656.16,258792.2,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,-57,-7.26,-1.1,-0.10000000000000142,TRUE
unknown,all,AG,202237,0,0,NA,973,NA,NA,12.2,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,-1,NA,-100,0,TRUE
unknown,all,AI,202237,0,0,NA,13,NA,NA,46.2,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,0,NA,NA,0,TRUE
unknown,all,AR,202237,0,0,NA,174,NA,NA,42,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,0,NA,NA,0,TRUE
unknown,all,BE,202237,8,6,2,16807,75,3.5999999999999943,34,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,1,NA,14.3,0,TRUE
unknown,all,BL,202237,0,0,NA,912,NA,NA,2.3,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,0,NA,NA,0,TRUE
unknown,all,BS,202237,0,0,NA,2989,NA,NA,3.1,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,-1,NA,-100,0,TRUE
unknown,all,FL,202237,0,0,NA,276,NA,NA,32.2,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,0,NA,NA,0,TRUE
unknown,all,FR,202237,0,0,NA,637,NA,NA,21.5,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,-2,NA,-100,-0.2,TRUE
unknown,all,GE,202237,0,0,NA,641,NA,NA,8.7,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,0,NA,NA,0,TRUE
unknown,all,GL,202237,0,0,NA,142,NA,NA,14.8,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,0,NA,NA,0,TRUE
unknown,all,GR,202237,8,1,7,6375,12.5,-87.5,26.6,0.008,0.8,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,6,NA,300,0.6000000000000001,TRUE
unknown,all,JU,202237,1,0,1,1475,0,-100,49.9,0.002,0.2,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,0,NA,0,0,TRUE
unknown,all,LU,202237,0,0,NA,2072,NA,NA,6,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,0,NA,NA,0,TRUE
unknown,all,NE,202237,0,0,NA,447,NA,NA,1.3,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,-1,NA,-100,-0.1,TRUE
unknown,all,NW,202237,0,0,NA,28,NA,NA,7.1,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,0,NA,NA,0,TRUE
unknown,all,OW,202237,0,0,NA,21,NA,NA,9.5,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,0,NA,NA,0,TRUE
unknown,all,SG,202237,1,1,0,2005,100,NA,43,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,1,NA,NA,0.1,TRUE
unknown,all,SH,202237,0,0,NA,73,NA,NA,24.7,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,0,NA,NA,0,TRUE
unknown,all,SO,202237,1,0,1,821,0,NA,10,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,1,NA,NA,0,TRUE
unknown,all,SZ,202237,0,0,NA,159,NA,NA,24.5,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,0,NA,NA,0,TRUE
unknown,all,TG,202237,10,0,10,757,0,0,51.9,0.008,0.8,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,2,NA,25,0.20000000000000007,TRUE
unknown,all,TI,202237,0,0,NA,1370,NA,NA,12.6,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,0,NA,NA,0,TRUE
unknown,all,UR,202237,0,0,NA,12,NA,NA,33.3,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,0,NA,NA,0,TRUE
unknown,all,VD,202237,3,1,2,2512,33.3,NA,15.5,0.001,0.1,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,3,NA,NA,0.1,TRUE
unknown,all,VS,202237,0,0,NA,884,NA,NA,6,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,-1,NA,-100,-0.1,TRUE
unknown,all,ZG,202237,0,0,NA,919,NA,NA,2,0,0,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,0,NA,NA,0,TRUE
unknown,all,ZH,202237,18,6,12,15710,33.3,-13.800000000000004,4.4,0.002,0.2,NA,NA,NA,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-37,1,NA,5.9,0,TRUE
male,all,AG,202238,1757,599,1158,703462,34.1,3.200000000000003,22.9,0.45,45,353433,497.12,199036.88,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,202,57.15,13,0.8999999999999986,TRUE
male,all,AI,202238,17,8,9,15834,47.1,3.6000000000000014,23.4,0.415,41.5,8389,202.65,188747.17,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,-6,-71.52,-26.1,-7.399999999999999,TRUE
male,all,AR,202238,91,34,57,48075,37.4,-6.899999999999999,26.9,0.464,46.400000000000006,27993,325.08,171739.36,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,12,42.87,15.2,7.300000000000004,TRUE
male,all,BE,202238,3169,945,2224,1198233,29.8,-1.8999999999999986,20,0.436,43.6,514609,615.81,232843.38,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,468,90.95,17.3,0.20000000000000284,TRUE
male,all,BL,202238,1803,328,1475,540623,18.2,1.6999999999999993,13.7,0.359,35.9,143638,1255.24,376378.81,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,36,25.06,2,0.5,TRUE
male,all,BS,202238,1155,204,951,373232,17.7,2,14.3,0.427,42.699999999999996,95406,1210.62,391203.91,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,108,113.2,10.3,0.5,TRUE
male,all,FL,202238,132,68,64,53908,51.5,3.8999999999999986,18.3,0.431,43.1,19368,681.54,278335.4,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,27,139.41,25.7,-1.1999999999999957,TRUE
male,all,FR,202238,627,234,393,337029,37.3,4.099999999999994,23.3,0.448,44.800000000000004,165058,379.87,204188.22,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,58,35.14,10.2,1.000000000000007,TRUE
male,all,GE,202238,1278,278,1000,786253,21.8,-1.5,18,0.436,43.6,246918,517.58,318426.77,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,-58,-23.49,-4.3,-0.7999999999999972,TRUE
male,all,GL,202238,99,36,63,47087,36.4,13.099999999999998,19.8,0.43,43,20812,475.69,226249.28,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,9,43.25,10,-1.6000000000000014,TRUE
male,all,GR,202238,531,185,346,317441,34.8,0.6999999999999957,17.4,0.467,46.7,101045,525.51,314158.05,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,39,38.6,7.9,-2.3999999999999986,TRUE
male,all,JU,202238,249,76,173,63993,30.5,-8.5,27.5,0.457,45.7,36522,681.78,175217.68,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,-2,-5.48,-0.8,0.5,TRUE
male,all,LU,202238,810,288,522,406593,35.6,-2.799999999999997,25.5,0.434,43.4,209465,386.7,194110.23,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,21,10.03,2.7,0,TRUE
male,all,NE,202238,412,144,268,194927,35,1.7000000000000028,22.8,0.393,39.300000000000004,86394,476.88,225625.62,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,-47,-54.41,-10.2,-2.3999999999999915,TRUE
male,all,NW,202238,97,47,50,55924,48.5,15.200000000000003,19.6,0.545,54.50000000000001,22488,431.34,248683.74,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,28,124.51,40.6,8.800000000000004,TRUE
male,all,OW,202238,84,22,62,38482,26.2,-9.900000000000002,26.1,0.438,43.8,19454,431.79,197810.22,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,12,61.69,16.7,-3.000000000000007,TRUE
male,all,SG,202238,901,349,552,448102,38.7,0.4000000000000057,27.2,0.445,44.5,260651,345.67,171916.47,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,108,41.43,13.6,-1.6000000000000014,TRUE
male,all,SH,202238,255,108,147,81647,42.4,8.5,24.8,0.471,47.099999999999994,41608,612.86,196229.09,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,72,173.04,39.3,5.699999999999996,TRUE
male,all,SO,202238,1065,267,798,423875,25.1,1.1000000000000014,16.7,0.416,41.6,140047,760.46,302666.25,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,-23,-16.42,-2.1,0.4000000000000057,TRUE
male,all,SZ,202238,262,103,159,164897,39.3,1.0999999999999943,24.2,0.441,44.1,84061,311.68,196163.5,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,8,9.52,3.1,-0.7999999999999972,TRUE
male,all,TG,202238,649,240,409,276318,37,-0.29999999999999716,25.4,0.465,46.5,144147,450.23,191691.81,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,64,44.39,10.9,0.8999999999999986,TRUE
male,all,TI,202238,1443,415,1028,396210,28.8,4.699999999999999,23.1,0.449,44.9,171449,841.65,231094.96,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,107,62.41,8,0.6000000000000014,TRUE
male,all,UR,202238,41,15,26,81382,36.6,3.3000000000000043,10.5,0.432,43.2,18844,217.58,431872.21,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,-4,-21.22,-8.9,-7.399999999999999,TRUE
male,all,VD,202238,2154,562,1592,1012964,26.1,-0.1999999999999993,21.1,0.451,45.1,404311,532.76,250540.8,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,-45,-11.13,-2,1.3999999999999986,TRUE
male,all,VS,202238,687,188,499,381539,27.4,0.5,21.7,0.434,43.4,175475,391.51,217432.11,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,-7,-3.99,-1,-0.7000000000000028,TRUE
male,all,ZG,202238,259,97,162,184713,37.5,-5.5,16.3,0.449,44.9,65741,393.97,280970.78,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,-4,-6.08,-1.5,-2.1000000000000014,TRUE
male,all,ZH,202238,4757,1671,3086,1851583,35.1,1.8000000000000043,21.2,0.444,44.4,780245,609.68,237307.9,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,586,75.1,14,-0.30000000000000426,TRUE
female,all,AG,202238,2151,664,1487,767340,30.9,0.1999999999999993,22.7,0.55,55.00000000000001,349653,615.18,219457.58,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,179,51.19,9.1,-0.8999999999999986,TRUE
female,all,AI,202238,24,8,16,17642,33.3,8.299999999999997,22.4,0.585,58.5,7971,301.09,221327.31,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,0,0,0,7.399999999999999,TRUE
female,all,AR,202238,105,44,61,54032,41.9,6.899999999999999,25.3,0.536,53.6,27592,380.55,195824.88,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,-18,-65.23,-14.6,-7.299999999999997,TRUE
female,all,BE,202238,4095,1205,2890,1412744,29.4,-1.8000000000000007,18.7,0.563,56.3,532864,768.49,265122.81,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,578,108.47,16.4,-0.19999999999999574,TRUE
female,all,BL,202238,3224,384,2840,668875,11.9,1.4000000000000004,12.1,0.641,64.1,149179,2161.16,448370.75,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,1,0.67,0,-0.5000000000000142,TRUE
female,all,BS,202238,1548,276,1272,435288,17.8,0.5,14,0.573,57.3,100630,1538.31,432562.85,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,116,115.28,8.1,-0.5,TRUE
female,all,FL,202238,173,88,85,66895,50.9,1.6999999999999957,16,0.565,56.49999999999999,19687,878.75,339792.76,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,41,208.26,31.1,0.79999999999999,TRUE
female,all,FR,202238,772,257,515,378643,33.3,-2.3000000000000043,23.5,0.552,55.2,164751,468.59,229827.44,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,41,24.89,5.6,-1,TRUE
female,all,GE,202238,1654,417,1237,910066,25.2,1.8000000000000007,18.2,0.564,56.39999999999999,262530,630.02,346652.19,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,-20,-7.62,-1.2,0.799999999999983,TRUE
female,all,GL,202238,131,37,94,53527,28.2,2.3000000000000007,19.7,0.57,56.99999999999999,20378,642.85,262670.53,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,19,93.24,17,1.5999999999999872,TRUE
female,all,GR,202238,600,217,383,324200,36.2,1.4000000000000057,17.9,0.527,52.7,100331,598.02,323130.44,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,97,96.68,19.3,2.6000000000000014,TRUE
female,all,JU,202238,294,95,199,76321,32.3,-13.900000000000006,25.5,0.539,53.900000000000006,37276,788.71,204745.68,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,-9,-24.15,-3,-0.6999999999999957,TRUE
female,all,LU,202238,1055,396,659,458022,37.5,1.3999999999999986,25.2,0.565,56.49999999999999,210861,500.33,217215.13,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,28,13.28,2.7,-0.10000000000000142,TRUE
female,all,NE,202238,634,221,413,227225,34.9,3,22.9,0.604,60.4,89772,706.23,253113.44,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,-8,-8.92,-1.2,2.1000000000000014,TRUE
female,all,NW,202238,81,35,46,62021,43.2,-1.8999999999999986,19.1,0.455,45.5,21406,378.4,289736.52,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,-1,-4.67,-1.2,-8.800000000000004,TRUE
female,all,OW,202238,107,42,65,45693,39.3,6.399999999999999,23.2,0.557,55.7,18981,563.72,240730.2,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,25,131.71,30.5,2.5,TRUE
female,all,SG,202238,1124,401,723,529748,35.7,-1.5,25.2,0.555,55.50000000000001,258594,434.66,204857.03,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,199,76.96,21.5,1.7000000000000028,TRUE
female,all,SH,202238,286,105,181,89731,36.7,6.200000000000003,24.7,0.529,52.900000000000006,42387,674.74,211694.62,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,27,63.7,10.4,-5.699999999999989,TRUE
female,all,SO,202238,1493,347,1146,464572,23.2,-0.6000000000000014,16.3,0.583,58.3,140198,1064.92,331368.49,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,-56,-39.95,-3.6,-0.3999999999999986,TRUE
female,all,SZ,202238,332,113,219,173560,34,-3.5,24.5,0.559,55.900000000000006,79628,416.94,217963.53,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,20,25.12,6.4,0.8000000000000043,TRUE
female,all,TG,202238,741,261,480,318317,35.2,-2.299999999999997,23.3,0.531,53.1,141817,522.5,224456.17,COVID19Test,sex,2023-11-28_06-00-38,isoweek,2022-38,53,37.37,7.7,-0.5,TRUE
